       parameter            eig1            eig2            eig3            eig4            eig5            eig6            eig7            eig8            eig9           eig10           eig11           eig12           eig13           eig14           eig15           eig16           eig17           eig18           eig19           eig20 identifiability     sqrt(ident)
 qss141          4.4321772E-19   1.4550175E-15   4.4010026E-15   7.9716303E-15   1.0057894E-16   1.3403395E-17   4.7363299E-14   4.1870445E-14   6.4626031E-16   4.6724037E-14   5.9160211E-15   1.9660901E-13   1.2929140E-12   6.6873202E-13   5.1681370E-15   5.4750909E-14   5.3426550E-13   3.0120794E-12   4.2606491E-15   1.2417382E-12   7.1669799E-12   2.6771216E-06
 qss142          2.6147476E-16   3.4294349E-18   2.9300011E-13   2.6839635E-15   1.6219021E-16   5.1905855E-16   2.4629887E-15   7.0658750E-15   1.0431866E-15   1.0020160E-16   3.4901755E-21   4.5488434E-15   1.0858087E-13   6.0057661E-13   4.4033716E-13   1.2969653E-13   8.0259532E-14   9.1906552E-14   1.0716234E-17   1.2903765E-17   1.7632322E-12   1.3278675E-06
 sy_os001        9.0337261E-17   7.8456961E-14   5.6350570E-12   5.5345551E-15   2.2146974E-13   6.6489639E-13   5.9780720E-12   2.4038427E-13   7.8454249E-16   1.3061546E-12   5.9859487E-13   1.6219210E-12   3.7866655E-11   1.4404721E-11   1.3194366E-12   8.8543362E-13   7.5376316E-14   7.7326221E-12   8.1944432E-12   9.0461339E-12   9.5876238E-11   9.7916412E-06
 sy_os002        1.7665406E-15   3.0602946E-15   1.6967223E-11   7.0598959E-12   6.3636849E-16   5.1547532E-13   6.7556935E-14   3.2916590E-12   1.6046719E-13   8.7872012E-11   8.3602780E-14   5.8065891E-13   1.0893083E-11   2.2208273E-11   1.8623548E-10   1.9667153E-09   1.9897145E-09   5.8937935E-10   1.3311583E-12   2.4303387E-12   4.8855114E-09   6.9896434E-05
 sy_os003        1.1724487E-10   1.0998143E-08   3.9887397E-07   2.3499129E-08   4.1308916E-12   7.6902635E-07   3.5464624E-06   2.2521827E-08   1.0971365E-06   1.1034715E-04   7.8731744E-08   2.3423016E-08   2.3944750E-05   1.3808327E-04   2.6285119E-08   8.4668650E-06   7.4162743E-06   4.8362011E-06   3.8012262E-08   1.4617338E-10   2.9912976E-04   1.7295368E-02
 sy_os004        5.3566520E-16   2.3294791E-15   1.5366533E-13   4.0374757E-13   4.5418694E-18   1.9455964E-13   9.9388818E-13   8.9297106E-14   1.5414280E-14   1.6313618E-14   9.9564309E-16   2.0320825E-14   2.9669447E-12   2.9609663E-15   4.3629453E-13   1.1907481E-11   1.2496616E-12   4.5351953E-13   6.8450975E-16   1.5781756E-15   1.8910197E-11   4.3485856E-06
 sy_os005        2.1399285E-14   1.9136244E-14   4.7212602E-13   6.3862407E-15   3.2167171E-14   2.7869797E-13   6.5138045E-13   4.5990043E-13   1.0906783E-14   5.8003782E-13   5.7878859E-15   5.0728648E-14   2.8101552E-12   8.1114732E-13   6.8713995E-15   1.2999840E-13   4.7556092E-14   1.3597179E-12   1.4058669E-12   2.2221488E-12   1.1382117E-11   3.3737393E-06
 sy_os006        1.8323512E-15   4.6242050E-15   1.7993341E-12   6.9028642E-13   8.2004687E-16   7.7533958E-14   7.2347861E-13   1.3407014E-13   1.8492472E-16   9.7394978E-12   4.9975929E-15   1.8595788E-13   2.8093683E-13   2.1628387E-11   5.6182825E-11   5.5871773E-10   4.5103214E-10   1.3727788E-10   3.5465727E-13   6.9069930E-13   1.2395279E-09   3.5206929E-05
 sy_os007        7.8185472E-18   1.2687172E-15   6.8190800E-13   4.8712501E-14   9.5393755E-18   1.0095675E-13   4.1115685E-13   5.7465971E-13   3.3005918E-14   6.4610069E-12   2.2767242E-14   6.9893295E-13   4.6605841E-13   9.8946766E-16   4.5372934E-13   4.9432616E-12   2.6888586E-12   9.4000915E-14   6.2227297E-16   9.0595339E-16   1.7682820E-11   4.2050945E-06
 sy_os008        2.2878137E-14   2.4983434E-15   2.5249534E-13   1.7650984E-15   3.6673022E-17   1.9723524E-14   1.9555759E-13   5.3173226E-13   1.9746821E-16   1.3918095E-11   6.0507212E-14   4.4823026E-13   2.4129366E-12   1.1201661E-14   1.9959358E-12   2.7064857E-11   1.8407431E-11   4.8859905E-12   8.1030200E-15   1.3114294E-14   7.0253287E-11   8.3817234E-06
 sy_os009        1.1590866E-10   1.1020873E-08   3.9867945E-07   2.3692248E-08   4.0918879E-12   7.7066857E-07   3.5514801E-06   2.2428446E-08   1.0968732E-06   1.1041505E-04   7.8944826E-08   2.3451977E-08   2.3868294E-05   1.3811144E-04   2.6126056E-08   8.4496602E-06   7.4248983E-06   4.8398054E-06   3.8009527E-08   1.4775221E-10   2.9915079E-04   1.7295976E-02
 sy_os010        1.0427965E-16   1.1528708E-16   2.4003973E-14   1.0328607E-15   2.7495932E-17   3.8781191E-14   1.2935943E-13   1.6550051E-14   2.9852511E-16   5.5523665E-14   7.0903723E-16   3.9703254E-15   8.5509336E-14   6.9198633E-18   1.4304313E-14   5.8123958E-15   1.2049523E-17   3.6177869E-15   3.2288266E-16   4.7264027E-18   3.8006653E-13   6.1649536E-07
 sy_os011        3.2676040E-18   7.6991713E-20   2.3237894E-17   2.0559268E-19   2.8223419E-19   2.7374159E-17   1.0786110E-16   1.2334981E-16   1.8047883E-16   1.0760228E-17   7.5737069E-19   2.2948333E-21   3.5492840E-16   1.3266721E-16   3.8997810E-18   1.5677436E-16   5.3344715E-17   3.2214370E-17   1.5873594E-17   2.3730353E-17   1.2510869E-15   3.5370707E-08
 sy_os012        1.2283653E-12   1.5996219E-08   4.1433238E-07   2.7283524E-08   5.5072741E-12   9.1873021E-07   4.1391904E-06   1.6629043E-08   1.2120456E-06   1.2981288E-04   1.0389376E-07   1.6484439E-08   2.4485109E-05   1.6467014E-04   1.9465570E-08   9.9551109E-06   8.4022578E-06   5.5339953E-06   3.3471297E-08   1.1245255E-10   3.4977713E-04   1.8702330E-02
 sy_os013        9.3291414E-20   3.0243962E-19   3.2685929E-17   2.7240546E-19   1.4622801E-19   4.4467638E-18   5.0408090E-18   2.7229982E-17   2.8010717E-18   1.9930262E-16   8.1109158E-18   1.9867707E-17   4.9782699E-15   1.7082007E-16   1.6156635E-17   2.0152750E-17   2.0145155E-18   1.7845279E-17   5.1719872E-18   2.6917238E-17   5.5376485E-15   7.4415378E-08
 sy_os014        1.0590501E-16   1.2946919E-15   6.1127784E-13   4.8044176E-14   6.2398510E-18   6.7482897E-14   3.6947729E-13   5.6028727E-13   2.7403606E-14   5.7093918E-12   2.2169295E-14   6.9888035E-13   2.5822856E-13   3.4532101E-14   4.8589384E-13   4.5139279E-12   2.3333750E-12   1.1853851E-13   1.0737128E-15   8.4845877E-16   1.5862239E-11   3.9827427E-06
 sy_os015        1.9588973E-14   2.8722137E-14   8.8547028E-13   7.1557437E-15   7.0377326E-14   2.9880599E-13   7.3033970E-13   4.8604131E-13   5.2981695E-14   9.1826854E-13   1.3922607E-13   1.5203161E-13   2.4503224E-12   2.8199263E-13   3.6571604E-14   1.9180772E-13   2.5751750E-16   1.3390132E-12   2.2846897E-12   2.0876722E-12   1.2461336E-11   3.5300618E-06
 sy_op001        9.0508187E-13   5.7358195E-11   8.0412991E-09   1.8191637E-13   5.8701514E-14   1.9482756E-09   4.9137088E-09   5.9197118E-09   2.3129130E-10   2.1092019E-08   4.1315002E-11   2.7753186E-12   3.2342409E-08   2.2328454E-07   1.4153303E-08   3.5299757E-08   5.9154066E-08   8.4118690E-07   1.7524688E-10   3.1069241E-11   1.2478762E-06   1.1170838E-03
 sy_op002        1.1493341E-19   1.8562113E-16   1.4528171E-13   4.7979496E-14   3.8482101E-17   1.1700113E-13   1.7347334E-12   3.2762681E-13   1.1631199E-15   6.8118426E-12   4.2022966E-14   1.3228722E-13   1.4350164E-11   2.5106486E-15   1.1682968E-12   1.3023792E-12   1.8602814E-12   4.2771262E-12   6.8239592E-16   2.9543884E-15   3.2324558E-11   5.6854690E-06
 sy_op003        3.7357945E-14   5.4399446E-14   4.8788200E-12   4.7353889E-15   1.0139898E-16   3.4500767E-11   6.1422898E-11   1.7356064E-11   6.1015602E-15   2.0916829E-11   5.2120028E-14   4.7848847E-14   6.1416537E-12   2.4397484E-12   2.1475028E-11   1.1763132E-11   1.0588952E-12   3.1726767E-11   3.5041263E-14   3.8078032E-14   2.1395639E-10   1.4627248E-05
 sy_op004        7.7511389E-14   6.5148714E-14   9.4411497E-11   1.8905018E-13   2.2357996E-15   3.3290736E-12   1.7583831E-12   4.6491796E-11   1.6163710E-13   1.0439576E-10   4.6348686E-14   4.9952294E-13   4.0448046E-10   2.5371738E-10   3.6985642E-11   2.9667409E-10   1.9879893E-11   4.9276829E-11   4.2413709E-14   8.5409669E-14   1.3125701E-09   3.6229409E-05
 sy_op005        1.0059154E-13   2.4434819E-14   1.4201838E-11   1.1272702E-13   7.2559142E-16   2.0501287E-11   3.4321078E-11   4.3196005E-11   1.6023219E-12   6.7956966E-11   2.4682603E-13   5.8945440E-14   2.1805118E-11   7.1763347E-12   5.9125991E-11   1.2683966E-11   7.9703606E-13   1.6800425E-10   1.2122236E-14   5.5108843E-13   4.5247966E-10   2.1271569E-05
 sy_op006        1.0131990E-15   5.4065890E-15   1.7805586E-09   1.0181399E-10   1.7493102E-10   2.6245977E-10   2.8036494E-09   2.5165296E-09   7.9445342E-10   5.4376349E-08   7.6175508E-12   7.5486170E-10   2.6002426E-08   3.9787690E-07   7.8153876E-09   9.2367304E-09   8.7682947E-09   1.2958508E-08   5.0252795E-11   3.6661002E-09   5.2994783E-07   7.2797516E-04
 sy_op007        5.8345667E-12   2.8073695E-12   3.9784086E-08   8.5642128E-10   7.6536898E-14   4.4191090E-08   1.9794368E-07   5.0118560E-09   4.8439807E-10   2.5029187E-07   1.7333007E-09   3.2197839E-09   3.2571008E-08   1.0879171E-06   1.1011558E-08   3.6314502E-08   1.5216821E-08   5.2617553E-07   3.4252459E-11   3.3807157E-11   2.2527998E-06   1.5009330E-03
 sy_op008        2.0538414E-13   1.2068931E-15   2.6604024E-09   1.0134094E-10   1.8859495E-10   4.3971671E-10   4.2200372E-09   2.2628580E-09   7.6064127E-10   5.3506528E-08   1.3290817E-11   8.4555451E-10   3.2391330E-08   3.8052399E-07   8.5685621E-09   8.3761110E-09   8.1621596E-09   1.1122563E-08   1.0066014E-10   3.9819198E-09   5.1822647E-07   7.1987948E-04
 sy_op009        1.0440015E-17   3.6457901E-17   1.2234667E-14   1.9828409E-15   4.6653209E-18   1.4696279E-13   6.4081426E-13   1.5773242E-13   5.1025462E-15   2.3298510E-13   2.7136813E-15   6.5413189E-15   1.5297518E-12   6.4885062E-14   2.3839989E-15   4.4425456E-15   3.5658254E-19   3.0367335E-13   3.9996698E-17   1.0496488E-16   3.1124032E-12   1.7642004E-06
 sy_op010        4.2105545E-12   1.9482488E-12   1.1313441E-09   2.8801139E-12   3.6506245E-14   9.7959447E-10   5.2278210E-09   4.7433500E-10   2.5921934E-11   2.6881218E-10   1.0315276E-11   6.3766559E-11   2.1762466E-08   5.4407710E-09   2.8823265E-11   2.2948385E-09   6.8947033E-10   1.9970936E-10   3.2164711E-14   4.5363439E-12   3.8611633E-08   1.9649843E-04
 sy_op011        8.1056602E-13   1.5655174E-13   8.6193412E-11   2.7352195E-13   2.5867780E-14   6.2456615E-11   3.4604724E-10   1.4127630E-11   1.6518153E-12   3.4801218E-11   1.3063892E-12   4.9203329E-12   1.3440179E-09   2.5245040E-10   3.8468187E-12   1.1951148E-10   4.3348730E-11   2.2346534E-11   5.4401022E-13   6.9701240E-14   2.3389068E-09   4.8362245E-05
 sy_op012        6.4531161E-16   2.6267821E-18   1.7429048E-17   1.0675882E-15   1.6102069E-18   1.0570253E-14   2.1118480E-14   1.4376001E-15   9.2057666E-16   1.7339473E-14   2.2875208E-17   2.0450000E-18   2.2161023E-15   3.4495284E-14   1.1254834E-16   1.2013341E-14   6.6368649E-15   2.9575068E-13   1.0872546E-17   1.2242752E-16   4.0450399E-13   6.3600628E-07
 sy_op013        6.3747211E-14   3.6275396E-15   1.9131495E-09   1.0099149E-10   1.7485216E-10   1.2854427E-10   2.1346043E-09   3.0229107E-09   8.7860921E-10   5.7328282E-08   6.3217243E-12   7.4467741E-10   2.6973575E-08   3.9344186E-07   8.0319126E-09   9.1349906E-09   8.7316151E-09   1.1775267E-08   5.2911911E-11   3.6772259E-09   5.2825236E-07   7.2680972E-04
 sy_op014        5.8455787E-15   1.3725903E-16   1.1739405E-13   8.9815015E-15   4.7081590E-19   7.3024919E-17   7.8601321E-14   1.1736902E-13   1.3156544E-15   4.9353124E-14   5.0069243E-15   3.2085434E-14   6.2646776E-12   1.1419892E-17   7.4518241E-13   1.4734287E-14   4.0776904E-14   4.6932157E-14   1.1779116E-17   1.4287049E-15   7.5299187E-12   2.7440697E-06
 sy_op015        2.2430965E-15   6.8956185E-17   2.9157064E-13   1.5319940E-14   4.2827891E-18   1.2902654E-12   3.4514716E-12   1.6210139E-12   6.3796076E-14   6.4546966E-13   1.8504602E-15   4.4323322E-13   1.2891995E-11   1.5184345E-12   1.2653395E-13   1.5437638E-12   8.2638429E-13   1.0437551E-11   2.0412951E-16   7.8217429E-16   3.5171956E-11   5.9305949E-06
 sy_op016        9.1383674E-16   3.1803093E-17   2.0320013E-16   4.0216727E-16   4.0235034E-19   1.2406549E-15   8.5681114E-16   3.7319078E-15   8.7117849E-16   6.5446939E-15   7.1092177E-17   4.7819076E-16   1.2943304E-13   1.7614916E-14   4.1441071E-15   3.4611561E-14   3.0537112E-14   1.9526962E-14   1.8507632E-17   5.8813589E-18   2.5123803E-13   5.0123650E-07
 sy_op017        2.2758324E-15   4.1757907E-17   1.7159711E-14   9.2631035E-16   1.5823003E-19   1.2856570E-13   5.2020804E-13   9.6252829E-14   7.5594673E-15   1.3738363E-13   3.3366621E-15   1.9670378E-14   4.7636413E-12   5.4027276E-13   4.0723715E-14   2.7781391E-13   8.6775084E-14   3.4947221E-13   9.0391150E-17   1.7272190E-15   6.9938971E-12   2.6445977E-06
 sy_op018        5.3610861E-15   4.4952294E-16   3.7388075E-13   2.2994007E-14   7.2963490E-19   2.2421486E-12   4.9397549E-12   1.8950309E-12   9.6004757E-14   3.2461410E-13   4.0560957E-16   5.2826002E-13   1.1933291E-11   3.2371354E-12   9.4830373E-14   1.6408234E-12   1.0797296E-12   2.1099087E-11   4.7739675E-16   4.5860847E-15   4.9518866E-11   7.0369642E-06
 sy_op019        3.2344015E-13   5.3807460E-11   7.5965314E-09   9.9912792E-14   4.9881085E-14   4.3885374E-09   1.2576119E-08   1.0286277E-08   4.2459700E-10   2.9122596E-08   7.6383475E-11   6.6645127E-12   1.3399319E-08   2.0320816E-07   1.4944672E-08   3.7540513E-08   6.2279169E-08   7.4892382E-07   1.6459620E-10   2.6591285E-11   1.1450188E-06   1.0700555E-03
 sy_op020        3.9314510E-13   9.4346870E-14   8.3998282E-11   4.1787723E-14   2.2881700E-15   1.0661971E-11   1.0721515E-10   1.2569031E-11   1.4125665E-15   6.3008099E-13   1.0924904E-13   9.1283167E-13   4.3407999E-10   1.9938341E-10   6.5260463E-11   4.0376997E-11   1.7407949E-11   5.3775140E-11   6.5529596E-15   3.8058528E-13   1.0273007E-09   3.2051531E-05
 sy_cj001        2.7646216E-14   6.8850037E-15   5.7661686E-15   1.1573980E-14   2.9249138E-17   1.0905980E-12   2.8921167E-13   8.0514997E-13   5.5141080E-15   1.3504339E-12   1.9795695E-16   4.9091232E-13   3.8682999E-12   1.0449612E-14   7.7107989E-12   1.4414944E-12   1.0377365E-12   2.4677650E-14   1.5030027E-15   2.5665006E-15   1.8181445E-11   4.2639706E-06
 sy_cj002        2.3856867E-20   2.5873336E-18   2.7707701E-16   4.8021319E-18   2.0146034E-19   9.3958800E-17   5.3319166E-16   1.3881223E-16   2.1067095E-19   1.0901127E-17   5.3209558E-18   2.2087771E-17   7.4855405E-15   1.3576430E-15   1.1351189E-16   9.3806417E-16   7.5877737E-17   3.5479430E-17   2.1626718E-19   6.4221801E-18   1.1101930E-14   1.0536570E-07
 sy_cj003        1.3271190E-14   1.2293694E-13   1.2663852E-11   5.0056215E-13   1.7062806E-16   3.5891538E-11   1.5011336E-10   1.4543432E-10   8.1071944E-15   1.0141322E-11   5.9736856E-13   3.4579609E-12   9.3233884E-10   1.1557462E-10   1.8827598E-11   5.8082246E-11   1.5456833E-11   3.7596020E-13   4.2093604E-14   9.3496552E-13   1.5005779E-09   3.8737294E-05
 sy_cj004        2.0689270E-16   3.5796792E-16   2.9715581E-14   2.1783988E-16   5.8318797E-17   1.2233786E-15   1.5105621E-14   6.1686300E-14   1.6179800E-15   2.3332488E-16   1.3849682E-15   2.8325712E-15   7.5391446E-13   2.1616418E-14   7.9807904E-15   6.3025256E-14   1.1747967E-15   6.5409672E-15   2.9033774E-17   3.6286315E-16   9.6928533E-13   9.8452289E-07
 sy_cj005        2.1362286E-16   1.1465190E-16   1.6746592E-14   6.8710599E-16   2.3054373E-18   6.2329155E-16   3.2203440E-13   4.5195861E-13   8.0219455E-16   2.1923998E-14   1.8316944E-15   1.0451595E-14   2.8642005E-12   2.5747618E-13   4.3820528E-14   1.3447840E-13   5.0073799E-14   9.4509105E-15   9.5218769E-17   2.2611775E-15   4.1892468E-12   2.0467650E-06
 sy_cj006        2.7878614E-16   1.3594909E-15   1.6712772E-13   7.9074481E-16   4.8051635E-16   1.3840819E-15   3.9156497E-18   4.2135740E-14   3.7703483E-15   1.7949054E-14   6.0405512E-15   8.8082047E-15   2.0168022E-12   5.8337815E-16   2.5131354E-14   3.9064605E-13   6.5605484E-15   6.6259587E-14   1.3263245E-16   6.5014412E-16   2.7568950E-12   1.6603900E-06
 sy_cj007        1.3369249E-14   7.4910763E-15   1.5592288E-12   5.8562393E-14   3.9170927E-17   4.4045502E-12   1.6101495E-11   1.9270760E-11   8.5096255E-15   1.4357757E-12   6.9122924E-14   4.3265952E-13   1.1442351E-10   1.4213221E-11   2.3218509E-12   6.8079137E-12   2.0907256E-12   4.3843269E-15   4.4534708E-15   1.1857275E-13   1.8334619E-10   1.3540539E-05
 sy_cj008        2.5867183E-11   9.2452111E-12   7.8363191E-11   1.1213965E-12   1.8194963E-16   5.8439923E-11   1.3091284E-09   8.3039259E-10   9.0390140E-12   3.6028201E-12   8.2511224E-12   2.0271926E-11   6.3804372E-09   7.3936189E-10   2.8975623E-11   4.0648512E-11   3.2660175E-11   2.2415518E-11   1.5463815E-12   5.5718366E-12   9.6053401E-09   9.8006837E-05
 sy_cj009        1.1671519E-17   1.9874772E-17   6.0608998E-16   2.1326707E-17   2.3409779E-21   1.0821990E-15   8.4201863E-15   1.1839720E-14   1.6867790E-19   2.4154376E-16   3.3307769E-17   2.0638248E-16   5.9492401E-14   8.1903324E-15   7.3420273E-16   1.8188855E-15   1.0886881E-16   1.8655291E-18   1.8639941E-17   6.8736024E-17   9.2916405E-14   3.0482192E-07
 sy_cj010        7.4703814E-17   9.6905505E-17   8.4047890E-15   1.5508896E-17   1.3178962E-17   2.4257805E-15   1.6729169E-15   8.1614585E-16   2.0226757E-16   7.8672451E-15   6.0465159E-17   9.5094243E-17   3.5495446E-14   6.9984447E-16   2.4225643E-17   9.6996458E-15   2.7284844E-18   5.4484178E-18   4.0102886E-17   6.6354904E-17   6.7778798E-14   2.6034362E-07
 sy_cj011        6.5062072E-17   2.2292406E-17   1.2171283E-15   2.5627248E-16   1.0819776E-17   3.8528874E-14   1.6916352E-13   1.8101724E-13   4.3832618E-17   3.3215609E-14   6.4242925E-16   3.9910905E-15   8.3786428E-13   9.1895246E-14   1.3732250E-14   1.3122286E-14   4.5258968E-15   2.0863620E-15   1.7925988E-18   6.2450808E-16   1.3920268E-12   1.1798418E-06
 sy_cj012        8.3282966E-18   3.8569455E-17   8.1971105E-15   1.6009778E-17   1.5340902E-17   2.0350727E-15   4.0516064E-15   1.5976963E-15   1.7165049E-16   6.1092437E-15   5.8358139E-17   7.9003588E-17   2.5993552E-14   1.8815885E-16   6.2614328E-17   1.1699722E-14   3.5614654E-16   2.4869272E-18   9.0662527E-18   5.2849233E-17   6.0742587E-14   2.4646011E-07
 sy_cj013        3.7742165E-19   4.8074430E-19   8.9424718E-16   8.0568119E-18   1.5950618E-17   4.1223810E-15   2.3622511E-14   1.9441062E-14   1.3169248E-16   4.0512339E-15   8.6894035E-18   9.6487676E-17   3.1900976E-14   1.7900186E-14   9.2943249E-17   7.6363204E-16   4.8861003E-17   7.4691291E-16   1.6445970E-17   1.9342808E-16   1.0405656E-13   3.2257798E-07
 sy_cj014        8.1626202E-17   1.2154291E-17   4.3856367E-15   1.6038136E-16   4.8299211E-19   9.6015331E-15   2.7262097E-14   1.9146185E-14   7.2327732E-17   2.7519820E-16   8.0596628E-17   5.6529002E-16   1.4624200E-13   1.7206758E-14   5.6373507E-15   2.9924848E-14   8.2720951E-15   5.1331770E-16   7.9643326E-19   4.6803111E-17   2.6948748E-13   5.1912184E-07
 sy_cj015        2.4352985E-16   1.0197988E-15   9.8765699E-14   3.7933909E-15   3.9613556E-18   1.8084831E-13   8.9593213E-13   3.3637872E-13   1.8757711E-15   6.2500374E-15   2.7098520E-15   1.7498516E-14   4.7922792E-12   5.8806156E-13   1.2265068E-13   7.8173870E-13   1.8374196E-13   3.1476962E-14   7.4845558E-17   1.0107341E-15   8.0463544E-12   2.8366097E-06
 sy_cj016        1.8133344E-13   5.9941753E-13   3.1928696E-11   1.0565366E-12   4.9483594E-16   6.7818876E-11   3.7831017E-10   2.9372911E-10   5.7495429E-13   1.6013790E-11   1.7252709E-12   8.3179366E-12   2.3167425E-09   2.8250127E-10   3.5814007E-11   1.2080341E-10   2.0324062E-11   1.7279786E-12   1.7182596E-13   2.1178168E-12   3.5804594E-09   5.9836940E-05
